-69,6400000000000
-45,1200000000000
-73,4800000000000
-56,0600000000000
-44,5400000000000
-59,0800000000000
-35,7000000000000
-62,0200000000000
-29,4000000000000
-38,9000000000000
-42,3600000000000
-19,9800000000000
-17,3400000000000
-28,9200000000000
-39,2800000000000
-20,8200000000000
-10,2800000000000
-24,9400000000000
-14,2600000000000
-10,6200000000000
-18,3000000000000
-4,74000000000000
-5,14000000000000
-10,6400000000000
6,72000000000000
-1,33999999999999
0,840000000000003
-5,52000000000000
5,38000000000001
0,520000000000024
3,24000000000004
7,42000000000003
-8,01999999999998
-4,88000000000000
1,00000000000001
-1,22000000000000
7,08000000000000
-5,68000000000001
5,27999999999999
-6,02000000000002
2,99999999999997
-0,620000000000033
9,09999999999997
-7,94000000000004
-5,86000000000003
9,99999999999997
-2,02000000000002
-4
0,799999999999983
8,02000000000000
-7,10000000000001
2,79999999999998
-1,32000000000002
0,859999999999985
-2,22000000000003
1,79999999999998
0,0999999999999801
1,61999999999999
2,33999999999999
3,24000000000000
2,14000000000000
-3,69999999999999
-0,659999999999982
-0,319999999999965
-0,359999999999957
-0,279999999999944
-10,6000000000000
5,82000000000004
1,80000000000004
-3,13999999999997
-1,91999999999996
3,56000000000005
-1,19999999999995
1,94000000000005
-4,01999999999993
4,50000000000006
5,28000000000006
-0,379999999999939
-4,51999999999994
3,54000000000006
1,54000000000006
-9,01999999999995
14,5400000000000
8,12000000000005
4,82000000000005
2,62000000000005
-2,15999999999995
-9,95999999999997
-13,6200000000000
-5,03999999999996
-2,79999999999997
12,9600000000000
-13,6400000000000
-9,11999999999996
-11,1000000000000
-3,01999999999998
-28,4400000000000
-18,4800000000000
-8,17999999999999
3,36000000000000
14,0200000000000
11,3400000000000
29,4600000000000
5,31999999999999
-7,26000000000002
-0,680000000000007
25,0400000000000
21,6800000000000
-28,3600000000000
16,5000000000000
10,5400000000000
-16,3400000000000
37,3400000000000
-20,2400000000000
-31,9800000000000
34,9200000000000
-0,980000000000032
-17,2800000000000
23,0400000000000
-7,12000000000002
-9,52000000000002
20,0600000000000
-4,02000000000000
-18,1800000000000
13,7000000000000
16,9600000000000
-14,6200000000000
-8,69999999999996
0,740000000000023
-19,4000000000000
20,4800000000000
4,06000000000003
-17,4000000000000
8,92000000000002
11,1200000000000
0,320000000000007
-8,86000000000000
7,12000000000000
15,7800000000000
-18,8600000000000
2,88000000000000
8,86000000000000
1,45999999999999
-24,0600000000000
-2,02000000000001
17,9800000000000
-5,34000000000000
-12,1200000000000
1,81999999999996
12,4200000000000
4,89999999999998
-6,18000000000002
-13,2400000000000
-13,0600000000000
2,59999999999998
8,99999999999996
0,0799999999999699
-2,34000000000003
8,57999999999996
9,47999999999996
3,43999999999996
-4,56000000000005
-8,12000000000003
1,33999999999998
3,81999999999998
1,79999999999998
3,93999999999997
6,89999999999998
2,25999999999998
-5,94000000000003
-5,62000000000002
-9,62000000000002
-10,7600000000000
-10,6000000000000
-11,2400000000000
-2,12000000000000
-6,26000000000001
-2,50000000000001
-5,76000000000001
0,460000000000008
3,86000000000003
3,02000000000002
6,04000000000002
16,3200000000000
19,6800000000000
6,06000000000003
-4,85999999999999
-12,2000000000000
-4,43999999999997
10,3800000000000
6,12000000000003
4,10000000000002
6,34000000000002
10,5400000000000
10,5600000000000
4,52000000000002
-3,65999999999997
-3,79999999999998
-5,17999999999999
-5,89999999999998
-2,29999999999997
-0,759999999999963
-2,91999999999996
-2,07999999999997
-10,0400000000000
-12,8200000000000
-9,55999999999996
-4,27999999999996
-5,75999999999996
-8,23999999999995
-15,0599999999999
-8,01999999999995
8,94000000000006
13,0600000000001
13,5200000000001
15,7800000000001
5,80000000000005
-4,23999999999995
-6,23999999999995
-5,19999999999995
-2,17999999999995
